#VMMRNbr BUSNbr MMRCh PadNbr
0 0 16 1 
0 0 33 2
0 0 31 3
0 0 27 4
0 0 23 5
0 0 21 6
0 0 13 7
0 0 11 8
0 0 9  9
0 0 3  10
0 0 0  11
0 0 12 12
0 0 14 13
0 0 18 14
0 0 22 15
0 0 24 16
0 0 26 17
0 0 32 18
0 0 34 19
0 0 38 20
0 0 40 21
0 0 44 22
0 0 46 23
0 0 48 24
0 0 50 25
0 0 52 26
0 0 54 27
0 0 63 28
0 0 61 29
0 0 59 30 
0 0 55 31
0 0 53 32
0 0 49 33
0 0 45 34
0 0 41 35
0 0 39 36
0 0 37 37
0 0 28 38
0 0 30 39
0 0 36 40
